  x-r-uv           y-r-uv    x-s-uv           y-s-uv    x-r-ecd       y-r-ecd    x-s-ecd        y-s-ecd
   317.4      1.86326e-17     317.4      3.3913e-20       317.4   7.98311e-20      317.4    1.63265e-23
   317.6      1.49891e-17     317.6      2.68961e-20      317.6   6.42215e-20      317.6    1.29619e-23
   317.8      1.2055e-17      317.8      2.13262e-20      317.8   5.16508e-20      317.8    1.02882e-23
   318        9.6928e-18      318        1.69059e-20      318     4.15301e-20      318      8.164e-24
   318.2      7.79148e-18     318.2      1.33988e-20      318.2   3.3384e-20       318.2    6.47687e-24
   318.4      6.26153e-18     318.4      1.06169e-20      318.4   2.6829e-20       318.4    5.13718e-24
   318.6      5.03074e-18     318.6      8.41073e-21      318.6   2.15557e-20      318.6    4.07363e-24
   318.8      4.04087e-18     318.8      6.66152e-21      318.8   1.73145e-20      318.8    3.22951e-24
   319        3.24496e-18     319        5.27494e-21      319     1.39043e-20      319      2.55971e-24
   319.2      2.60518e-18     319.2      4.17607e-21      319.2   1.11631e-20      319.2    2.02836e-24
   319.4      2.09102e-18     319.4      3.3054e-21       319.4   8.96004e-21      319.4    1.60694e-24
   319.6      1.67793e-18     319.6      2.61569e-21      319.6   7.19003e-21      319.6    1.27279e-24
   319.8      1.34612e-18     319.8      2.06945e-21      319.8   5.76828e-21      319.8    1.00789e-24
   320        1.07966e-18     320        1.63694e-21      320     4.62654e-21      320      7.97946e-25
   320.2      8.65742e-19     320.2      1.29455e-21      320.2   3.70991e-21      320.2    6.31591e-25
   320.4      6.94042e-19     320.4      1.02356e-21      320.4   2.97417e-21      320.4    4.99807e-25
   320.6      5.56262e-19     320.6      8.09131e-22      320.6   2.38378e-21      320.6    3.95433e-25
   320.8      4.45729e-19     320.8      6.3949e-22       320.8   1.91013e-21      320.8    3.12787e-25
   321        3.57076e-19     321        5.05311e-22      321     1.53024e-21      321      2.4736e-25
   321.2      2.85989e-19     321.2      3.99204e-22      321.2   1.22562e-21      321.2    1.95577e-25
   321.4      2.29001e-19     321.4      3.15314e-22      321.4   9.81407e-22      321.4    1.546e-25
   321.6      1.83327e-19     321.6      2.49003e-22      321.6   7.85676e-22      321.6    1.22183e-25
   321.8      1.46728e-19     321.8      1.96597e-22      321.8   6.28838e-22      321.8    9.65431e-26
   322        1.1741e-19      322        1.5519e-22       322     5.03194e-22      322      7.62674e-26
   322.2      9.3928e-20      322.2      1.2248e-22       322.2   4.02563e-22      322.2    6.02374e-26
   322.4      7.51257e-20     322.4      9.6645e-23       322.4   3.21984e-22      322.4    4.75667e-26
   322.6      6.00739e-20     322.6      7.62447e-23      322.6   2.57476e-22      322.6    3.75535e-26
   322.8      4.8027e-20      322.8      6.01389e-23      322.8   2.05847e-22      322.8    2.96421e-26
   323        3.83875e-20     323        4.74261e-23      323     1.64534e-22      323      2.33926e-26
   323.2      3.0676e-20      323.2      3.73935e-23      323.2   1.31484e-22      323.2    1.8457e-26
   323.4      2.45083e-20     323.4      2.94776e-23      323.4   1.05049e-22      323.4    1.45598e-26
   323.6      1.95764e-20     323.6      2.3233e-23       323.6   8.39113e-23      323.6    1.14832e-26
   323.8      1.56336e-20     323.8      1.83078e-23      323.8   6.70122e-23      323.8    9.05492e-27
   324        1.24822e-20     324        1.44241e-23      324     5.3505e-23       324      7.13873e-27
   324.2      9.96399e-21     324.2      1.13621e-23      324.2   4.27113e-23      324.2    5.62695e-27
   324.4      7.95211e-21     324.4      8.94843e-24      324.4   3.40878e-23      324.4    4.43445e-27
   324.6      6.34512e-21     324.6      7.04623e-24      324.6   2.71997e-23      324.6    3.494e-27
   324.8      5.06181e-21     324.8      5.54737e-24      324.8   2.16989e-23      324.8    2.75248e-27
   325        4.03722e-21     325        4.36656e-24      325     1.7307e-23       325      2.16791e-27
   325.2      3.21935e-21     325.2      3.43648e-24      325.2   1.38012e-23      325.2    1.70717e-27
   325.4      2.56665e-21     325.4      2.70402e-24      325.4   1.10033e-23      325.4    1.3441e-27
   325.6      2.04585e-21     325.6      2.1273e-24       325.6   8.77077e-24      325.6    1.05804e-27
   325.8      1.6304e-21      325.8      1.67329e-24      325.8   6.98983e-24      325.8    8.32716e-28
   326        1.29906e-21     326        1.31595e-24      326     5.56939e-24      326      6.55254e-28
   326.2      1.03484e-21     326.2      1.03473e-24      326.2   4.43671e-24      326.2    5.15517e-28
   326.4      8.24202e-22     326.4      8.13476e-25      326.4   3.53369e-24      326.4    4.05507e-28
   326.6      6.56308e-22     326.6      6.3942e-25       326.6   2.81391e-24      326.6    3.18915e-28
   326.8      5.22511e-22     326.8      5.0252e-25       326.8   2.2403e-24       326.8    2.50769e-28
   327        4.15909e-22     327        3.94863e-25      327     1.78327e-24      327      1.97149e-28
   327.2      3.30992e-22     327.2      3.10218e-25      327.2   1.41921e-24      327.2    1.54967e-28
   327.4      2.63362e-22     327.4      2.43677e-25      327.4   1.12925e-24      327.4    1.21789e-28
   327.6      2.0951e-22      327.6      1.91377e-25      327.6   8.98357e-25      327.6    9.56981e-29
   327.8      1.66638e-22     327.8      1.50278e-25      327.8   7.1454e-25       327.8    7.51834e-29
   328        1.32514e-22     328        1.17985e-25      328     5.68227e-25      328      5.90562e-29
   328.2      1.05357e-22     328.2      9.26166e-26      328.2   4.51788e-25      328.2    4.63806e-29
   328.4      8.37508e-23     328.4      7.2691e-26       328.4   3.59143e-25      328.4    3.64194e-29
   328.6      6.65629e-23     328.6      5.7043e-26       328.6   2.85443e-25      328.6    2.85928e-29
   328.8      5.28926e-23     328.8      4.47564e-26      328.8   2.26825e-25      328.8    2.24444e-29
   329        4.20222e-23     329        3.51107e-26      329     1.80211e-25      329      1.76152e-29
   329.2      3.33797e-23     329.2      2.75394e-26      329.2   1.43151e-25      329.2    1.38228e-29
   329.4      2.65099e-23     329.4      2.15974e-26      329.4   1.13692e-25      329.4    1.08451e-29
   329.6      2.10501e-23     329.6      1.69349e-26      329.6   9.02787e-26      329.6    8.50745e-30
   329.8      1.67118e-23     329.8      1.32769e-26      329.8   7.16743e-26      329.8    6.67262e-30
   330        1.32653e-23     330        1.04074e-26      330     5.68938e-26      330      5.23268e-30
   330.2      1.05277e-23     330.2      8.15687e-27      330.2   4.51533e-26      330.2    4.10282e-30
   330.4      8.35356e-24     330.4      6.39203e-27      330.4   3.58292e-26      330.4    3.21642e-30
   330.6      6.62728e-24     330.6      5.00828e-27      330.6   2.84256e-26      330.6    2.52113e-30
   330.8      5.25683e-24     330.8      3.9235e-27       330.8   2.2548e-26       330.8    1.97584e-30
   331        4.16906e-24     331        3.07323e-27      331     1.78826e-26      331      1.54824e-30
   331.2      3.30581e-24     331.2      2.40687e-27      331.2   1.41801e-26      331.2    1.213e-30
   331.4      2.62086e-24     331.4      1.88472e-27      331.4   1.12423e-26      331.4    9.50204e-31
   331.6      2.07747e-24     331.6      1.47563e-27      331.6   8.91161e-27      331.6    7.4423e-31
   331.8      1.64648e-24     331.8      1.15517e-27      331.8   7.06294e-27      331.8    5.82818e-31
   332        1.30468e-24     332        9.04177e-28      332     5.59683e-27      332      4.56345e-31
   332.2      1.03366e-24     332.2      7.07618e-28      332.2   4.43432e-27      332.2    3.57265e-31
   332.4      8.1881e-25      332.4      5.53711e-28      332.4   3.5127e-27       332.4    2.79656e-31
   332.6      6.4851e-25      332.6      4.33218e-28      332.6   2.78217e-27      332.6    2.18874e-31
   332.8      5.13547e-25     332.8      3.38898e-28      332.8   2.20321e-27      332.8    1.71278e-31
   333        4.06605e-25     333        2.65078e-28      333     1.74445e-27      333      1.34013e-31
   333.2      3.21882e-25     333.2      2.07308e-28      333.2   1.38099e-27      333.2    1.04841e-31
   333.4      2.54772e-25     333.4      1.62107e-28      333.4   1.09309e-27      333.4    8.20076e-32
   333.6      2.01622e-25     333.6      1.26744e-28      333.6   8.65071e-28      333.6    6.41381e-32
   333.8      1.59535e-25     333.8      9.90825e-29      333.8   6.84509e-28      333.8    5.01554e-32
   334        1.26214e-25     334        7.74476e-29      334     5.41551e-28      334      3.92157e-32
   334.2      9.98366e-26     334.2      6.05287e-29      334.2   4.28383e-28      334.2    3.06579e-32
   334.4      7.89598e-26     334.4      4.72997e-29      334.4   3.38812e-28      334.4    2.39643e-32
   334.6      6.24391e-26     334.6      3.69571e-29      334.6   2.67928e-28      334.6    1.87297e-32
   334.8      4.93675e-26     334.8      2.88724e-29      334.8   2.11842e-28      334.8    1.46365e-32
   335        3.90266e-26     335        2.25534e-29      335     1.67472e-28      335      1.14363e-32
   335.2      3.08471e-26     335.2      1.76151e-29      335.2   1.32375e-28      335.2    8.93467e-33
   335.4      2.43784e-26     335.4      1.37564e-29      335.4   1.04618e-28      335.4    6.97934e-33
   335.6      1.92633e-26     335.6      1.07416e-29      335.6   8.26687e-29      335.6    5.45121e-33
   335.8      1.52192e-26     335.8      8.38645e-30      335.8   6.5315e-29       335.8    4.25713e-33
   336        1.20224e-26     336        6.54689e-30      336     5.15967e-29      336      3.32418e-33
   336.2      9.49574e-27     336.2      5.11021e-30      336.2   4.07539e-29      336.2    2.59536e-33
   336.4      7.499e-27       336.4      3.98832e-30      336.4   3.21849e-29      336.4    2.02607e-33
   336.6      5.92128e-27     336.6      3.11235e-30      336.6   2.54141e-29      336.6    1.58147e-33
   336.8      4.67484e-27     336.8      2.42849e-30      336.8   2.00649e-29      336.8    1.23427e-33
   337        3.69026e-27     337        1.89466e-30      337     1.58393e-29      337      9.6318e-34
   337.2      2.91264e-27     337.2      1.478e-30        337.2   1.25019e-29      337.2    7.51539e-34
   337.4      2.29856e-27     337.4      1.15284e-30      337.4   9.86632e-30      337.4    5.86332e-34
   337.6      1.8137e-27      337.6      8.99106e-31      337.6   7.7853e-30       337.6    4.57387e-34
   337.8      1.43093e-27     337.8      7.01139e-31      337.8   6.14237e-30      337.8    3.56757e-34
   338        1.12878e-27     338        5.46698e-31      338     4.84549e-30      338      2.78233e-34
   338.2      8.90313e-28     338.2      4.26228e-31      338.2   3.82192e-30      338.2    2.16968e-34
   338.4      7.02131e-28     338.4      3.32267e-31      338.4   3.01417e-30      338.4    1.69173e-34
   338.6      5.53651e-28     338.6      2.58991e-31      338.6   2.37681e-30      338.6    1.31892e-34
   338.8      4.36513e-28     338.8      2.01852e-31      338.8   1.87398e-30      338.8    1.02814e-34
   339        3.44113e-28     339        1.57302e-31      339     1.47734e-30      339      8.01385e-35
   339.2      2.71237e-28     339.2      1.22571e-31      339.2   1.1645e-30       339.2    6.24568e-35
   339.4      2.13767e-28     339.4      9.54983e-32      339.4   9.17784e-31      339.4    4.8671e-35
   339.6      1.68453e-28     339.6      7.43971e-32      339.6   7.23248e-31      339.6    3.79239e-35
   339.8      1.32727e-28     339.8      5.79523e-32      339.8   5.69874e-31      339.8    2.95466e-35
   340        1.04565e-28     340        4.51377e-32      340     4.48968e-31      340      2.30173e-35
   340.2      8.2368e-29      340.2      3.5153e-32       340.2   3.5367e-31       340.2    1.7929e-35
   340.4      6.4875e-29      340.4      2.73742e-32      340.4   2.78565e-31      340.4    1.3964e-35
   340.6      5.10908e-29     340.6      2.13145e-32      340.6   2.19383e-31      340.6    1.08747e-35
   340.8      4.02304e-29     340.8      1.65945e-32      340.8   1.72753e-31      340.8    8.46802e-36
   341        3.16748e-29     341        1.29184e-32      341     1.36017e-31      341      6.59325e-36
   341.2      2.49357e-29     341.2      1.00557e-32      341.2   1.07081e-31      341.2    5.13302e-36
   341.4      1.9628e-29      341.4      7.82653e-33      341.4   8.42902e-32      341.4    3.99578e-36
   341.6      1.54483e-29     341.6      6.09095e-33      341.6   6.63424e-32      341.6    3.11018e-36
   341.8      1.21572e-29     341.8      4.73978e-33      341.8   5.22101e-32      341.8    2.42062e-36
   342        9.56612e-30     342        3.68799e-33      342     4.10834e-32      342      1.88375e-36
   342.2      7.5264e-30      342.2      2.86932e-33      342.2   3.23243e-32      342.2    1.46581e-36
   342.4      5.92092e-30     342.4      2.23217e-33      342.4   2.54297e-32      342.4    1.14049e-36
   342.6      4.65738e-30     342.6      1.73633e-33      342.6   2.00034e-32      342.6    8.8728e-37
   342.8      3.66307e-30     342.8      1.35052e-33      342.8   1.57332e-32      342.8    6.90222e-37
   343        2.88071e-30     343        1.05033e-33      343     1.23732e-32      343      5.36878e-37
   343.2      2.26519e-30     343.2      8.16791e-34      343.2   9.72967e-33      343.2    4.17562e-37
   343.4      1.781e-30       343.4      6.35122e-34      343.4   7.65009e-33      343.4    3.24733e-37
   343.6      1.40015e-30     343.6      4.93815e-34      343.6   6.01433e-33      343.6    2.52517e-37
   343.8      1.10062e-30     343.8      3.83912e-34      343.8   4.72782e-33      343.8    1.96343e-37
   344        8.65075e-31     344        2.98443e-34      344     3.7161e-33       344      1.52651e-37
   344.2      6.79866e-31     344.2      2.31981e-34      344.2   2.92057e-33      344.2    1.18671e-37
   344.4      5.34253e-31     344.4      1.80304e-34      344.4   2.2951e-33       344.4    9.22471e-38
   344.6      4.19783e-31     344.6      1.40126e-34      344.6   1.80339e-33      344.6    7.17003e-38
   344.8      3.29805e-31     344.8      1.08892e-34      344.8   1.41688e-33      344.8    5.57252e-38
   345        2.59087e-31     345        8.46134e-35      345     1.11309e-33      345      4.33056e-38
   345.2      2.03511e-31     345.2      6.57421e-35      345.2   8.74346e-34      345.2    3.36511e-38
   345.4      1.5984e-31      345.4      5.10754e-35      345.4   6.8674e-34       345.4    2.61467e-38
   345.6      1.25528e-31     345.6      3.96775e-35      345.6   5.39333e-34      345.6    2.03141e-38
   345.8      9.85716e-32     345.8      3.08206e-35      345.8   4.23524e-34      345.8    1.57813e-38
   346        7.73962e-32     346        2.39388e-35      346     3.3255e-34       346      1.22589e-38
   346.2      6.07637e-32     346.2      1.85921e-35      346.2   2.61091e-34      346.2    9.52189e-39
   346.4      4.77009e-32     346.4      1.44384e-35      346.4   2.04967e-34      346.4    7.39538e-39
   346.6      3.74427e-32     346.6      1.12119e-35      346.6   1.60892e-34      346.6    5.74331e-39
   346.8      2.93877e-32     346.8      8.70565e-36      346.8   1.26283e-34      346.8    4.45995e-39
   347        2.30634e-32     347        6.75914e-36      347     9.91086e-35      347      3.46309e-39
   347.2      1.80983e-32     347.2      5.24745e-36      347.2   7.77746e-35      347.2    2.68882e-39
   347.4      1.42008e-32     347.4      4.07354e-36      347.4   6.10272e-35      347.4    2.08751e-39
   347.6      1.11416e-32     347.6      3.162e-36        347.6   4.78816e-35      347.6    1.62054e-39
   347.8      8.74064e-33     347.8      2.45426e-36      347.8   3.75641e-35      347.8    1.25794e-39
   348        6.85643e-33     348        1.90479e-36      348     2.94672e-35      348      9.76394e-40
   348.2      5.37791e-33     348.2      1.47823e-36      348.2   2.31134e-35      348.2    7.57807e-40
   348.4      4.21784e-33     348.4      1.14711e-36      348.4   1.81281e-35      348.4    5.88113e-40
   348.6      3.30772e-33     348.6      8.90098e-37      348.6   1.42167e-35      348.6    4.56384e-40
   348.8      2.59375e-33     348.8      6.9062e-37       348.8   1.11483e-35      348.8    3.54135e-40
   349        2.03371e-33     349        5.35809e-37      349     8.74142e-36      349      2.74775e-40
   349.2      1.59446e-33     349.2      4.15672e-37      349.2   6.85356e-36      349.2    2.13184e-40
   349.4      1.24997e-33     349.4      3.22449e-37      349.4   5.37295e-36      349.4    1.65386e-40
   349.6      9.79828e-34     349.6      2.50117e-37      349.6   4.21185e-36      349.6    1.28297e-40
   349.8      7.68003e-34     349.8      1.93997e-37      349.8   3.30139e-36      349.8    9.95182e-41
   350        6.01921e-34     350        1.50459e-37      350     2.58752e-36      350      7.71897e-41
   350.2      4.71715e-34     350.2      1.16684e-37      350.2   2.02784e-36      350.2    5.98669e-41
   350.4      3.69645e-34     350.4      9.04854e-38      350.4   1.58909e-36      350.4    4.64286e-41
   350.6      2.89637e-34     350.6      7.01643e-38      350.6   1.24517e-36      350.6    3.60044e-41
   350.8      2.26928e-34     350.8      5.44035e-38      350.8   9.75606e-37      350.8    2.79189e-41
   351        1.77782e-34     351        4.21803e-38      351     7.64336e-37      351      2.16477e-41
   351.2      1.39269e-34     351.2      3.27013e-38      351.2   5.9877e-37       351.2    1.67841e-41
   351.4      1.0909e-34      351.4      2.53509e-38      351.4   4.69031e-37      351.4    1.30124e-41
   351.6      8.54444e-35     351.6      1.96515e-38      351.6   3.67375e-37      351.6    1.00876e-41
   351.8      6.69187e-35     351.8      1.52325e-38      351.8   2.8773e-37       351.8    7.81979e-42
   352        5.24057e-35     352        1.18065e-38      352     2.25334e-37      352      6.06142e-42
   352.2      4.10371e-35     352.2      9.15052e-39      352.2   1.76455e-37      352.2    4.69815e-42
   352.4      3.21324e-35     352.4      7.09161e-39      352.4   1.38169e-37      352.4    3.64128e-42
   352.6      2.5158e-35      352.6      5.49564e-39      352.6   1.08182e-37      352.6    2.82199e-42
   352.8      1.9696e-35      352.8      4.2586e-39       352.8   8.46968e-38      352.8    2.18691e-42
   353        1.54187e-35     353        3.29983e-39      353     6.63052e-38      353      1.69466e-42
   353.2      1.20695e-35     353.2      2.55677e-39      353.2   5.19035e-38      353.2    1.31314e-42
   353.4      9.44705e-36     353.4      1.98092e-39      353.4   4.06271e-38      353.4    1.01745e-42
   353.6      7.39391e-36     353.6      1.53469e-39      353.6   3.17982e-38      353.6    7.88298e-43
   353.8      5.78657e-36     353.8      1.18891e-39      353.8   2.48863e-38      353.8    6.10724e-43
   354        4.52833e-36     354        9.20989e-40      354     1.94755e-38      354      4.73125e-43
   354.2      3.54345e-36     354.2      7.13407e-40      354.2   1.524e-38        354.2    3.66508e-43
   354.4      2.77258e-36     354.4      5.52583e-40      354.4   1.19249e-38      354.4    2.83902e-43
   354.6      2.16927e-36     354.6      4.27992e-40      354.6   9.33026e-39      354.6    2.19903e-43
   354.8      1.69713e-36     354.8      3.31476e-40      354.8   7.29969e-39      354.8    1.70322e-43
   355        1.32766e-36     355        2.56712e-40      355     5.71066e-39      355      1.31914e-43
   355.2      1.03855e-36     355.2      1.98801e-40      355.2   4.46725e-39      355.2    1.02161e-43
   355.4      8.12354e-37     355.4      1.53947e-40      355.4   3.49435e-39      355.4    7.91153e-44
   355.6      6.3538e-37      355.6      1.19207e-40      355.6   2.73316e-39      355.6    6.12652e-44
   355.8      4.96929e-37     355.8      9.23019e-41      355.8   2.13765e-39      355.8    4.74402e-44
   356        3.88622e-37     356        7.14661e-41      356     1.67178e-39      356      3.67332e-44
   356.2      3.03903e-37     356.2      5.53311e-41      356.2   1.30737e-39      356.2    2.84413e-44
   356.4      2.37638e-37     356.4      4.2837e-41       356.4   1.02232e-39      356.4    2.20202e-44
   356.6      1.8581e-37      356.6      3.31626e-41      356.6   7.99378e-40      356.6    1.7048e-44
   356.8      1.45278e-37     356.8      2.5672e-41       356.8   6.25016e-40      356.8    1.31979e-44
   357        1.1358e-37      357        1.98724e-41      357     4.88657e-40      357      1.02169e-44
   357.2      8.87932e-38     357.2      1.53824e-41      357.2   3.82026e-40      357.2    7.90883e-45
   357.4      6.94117e-38     357.4      1.19063e-41      357.4   2.98645e-40      357.4    6.12191e-45
   357.6      5.42576e-38     357.6      9.2154e-42       357.6   2.3345e-40       357.6    4.73853e-45
   357.8      4.24096e-38     357.8      7.13234e-42      357.8   1.82477e-40      357.8    3.6676e-45
   358        3.3147e-38      358        5.51991e-42      358     1.42625e-40      358      2.83859e-45
   358.2      2.59059e-38     358.2      4.27184e-42      358.2   1.11471e-40      358.2    2.19688e-45
   358.4      2.02456e-38     358.4      3.30582e-42      358.4   8.71173e-41      358.4    1.70016e-45
   358.6      1.58212e-38     358.6      2.55816e-42      358.6   6.80806e-41      358.6    1.31571e-45
   358.8      1.2363e-38      358.8      1.97952e-42      358.8   5.32009e-41      358.8    1.01815e-45
   359        9.66025e-39     359        1.5317e-42       359     4.15711e-41      359      7.87852e-46
   359.2      7.54795e-39     359.2      1.18515e-42      359.2   3.24819e-41      359.2    6.09625e-46
   359.4      5.89721e-39     359.4      9.16973e-43      359.4   2.53787e-41      359.4    4.71699e-46
   359.6      4.60726e-39     359.6      7.09453e-43      359.6   1.98279e-41      359.6    3.64965e-46
   359.8      3.5993e-39      359.8      5.48877e-43      359.8   1.54903e-41      359.8    2.82372e-46
   360        2.81171e-39     360        4.24631e-43      360     1.21011e-41      360      2.18463e-46
   360.2      2.19635e-39     360.2      3.28498e-43      360.2   9.45291e-42      360.2    1.69012e-46
   360.4      1.71559e-39     360.4      2.5412e-43       360.4   7.38392e-42      360.4    1.3075e-46
   360.6      1.34e-39        360.6      1.96576e-43      360.6   5.76749e-42      360.6    1.01147e-46
   360.8      1.04658e-39     360.8      1.52058e-43      360.8   4.50471e-42      360.8    7.82437e-47
   361        8.1738e-40      361        1.17618e-43      361     3.51825e-42      361      6.05246e-47
   361.2      6.38343e-40     361.2      9.09752e-44      361.2   2.74769e-42      361.2    4.68166e-47
   361.4      4.985e-40       361.4      7.03655e-44      361.4   2.14579e-42      361.4    3.62122e-47
   361.6      3.89275e-40     361.6      5.4423e-44       361.6   1.67567e-42      361.6    2.80089e-47
   361.8      3.03968e-40     361.8      4.20913e-44      361.8   1.30849e-42      361.8    2.16633e-47
   362        2.37346e-40     362        3.25529e-44      362     1.02173e-42      362      1.67548e-47
   362.2      1.85318e-40     362.2      2.51753e-44      362.2   7.97772e-43      362.2    1.29581e-47
   362.4      1.44688e-40     362.4      1.94692e-44      362.4   6.22882e-43      362.4    1.00215e-47
   362.6      1.12962e-40     362.6      1.50559e-44      362.6   4.86311e-43      362.6    7.75016e-48
   362.8      8.81887e-41     362.8      1.16428e-44      362.8   3.79669e-43      362.8    5.99345e-48
   363        6.88456e-41     363        9.00311e-45      363     2.964e-43        363      4.63481e-48
   363.2      5.37431e-41     363.2      6.96174e-45      363.2   2.31384e-43      363.2    3.58405e-48
   363.4      4.19519e-41     363.4      5.3831e-45       363.4   1.80623e-43      363.4    2.77145e-48
   363.6      3.27464e-41     363.6      4.16232e-45      363.6   1.40992e-43      363.6    2.14303e-48
   363.8      2.55599e-41     363.8      3.21831e-45      363.8   1.10053e-43      363.8    1.65706e-48
   364        1.99498e-41     364        2.48834e-45      364     8.58994e-44      364      1.28126e-48
   364.2      1.55705e-41     364.2      1.9239e-45       364.2   6.70445e-44      364.2    9.90664e-49
   364.4      1.21521e-41     364.4      1.48745e-45      364.4   5.23264e-44      364.4    7.65959e-49
   364.6      9.48382e-42     364.6      1.14999e-45      364.6   4.08379e-44      364.6    5.92209e-49
   364.8      7.40117e-42     364.8      8.89073e-46      364.8   3.18706e-44      364.8    4.57862e-49
   365        5.77567e-42     365        6.87338e-46      365     2.48715e-44      365      3.53986e-49
   365.2      4.50702e-42     365.2      5.31366e-46      365.2   1.94088e-44      365.2    2.7367e-49
   365.4      3.51692e-42     365.4      4.1078e-46       365.4   1.51454e-44      365.4    2.11573e-49
   365.6      2.74423e-42     365.6      3.17552e-46      365.6   1.18181e-44      365.6    1.63562e-49
   365.8      2.14124e-42     365.8      2.45478e-46      365.8   9.22152e-45      365.8    1.26444e-49
   366        1.67069e-42     366        1.89759e-46      366     7.1952e-45       366      9.77474e-50
   366.2      1.3035e-42      366.2      1.46684e-46      366.2   5.61396e-45      366.2    7.55622e-50
   366.4      1.01699e-42     366.4      1.13385e-46      366.4   4.38008e-45      366.4    5.84111e-50
   366.6      7.93426e-43     366.6      8.76442e-47      366.6   3.41729e-45      366.6    4.51522e-50
   366.8      6.1899e-43      366.8      6.77457e-47      366.8   2.66606e-45      366.8    3.49024e-50
   367        4.8289e-43      367        5.23641e-47      367     2.07991e-45      367      2.69789e-50
   367.2      3.76705e-43     367.2      4.04742e-47      367.2   1.62258e-45      367.2    2.08539e-50
   367.4      2.93861e-43     367.4      3.12835e-47      367.4   1.26577e-45      367.4    1.61192e-50
   367.6      2.29229e-43     367.6      2.41795e-47      367.6   9.874e-46        367.6    1.24592e-50
   367.8      1.78808e-43     367.8      1.86884e-47      367.8   7.70227e-46      367.8    9.63018e-51
   368        1.39473e-43     368        1.44441e-47      368     6.00805e-46      368      7.4434e-51
   368.2      1.08789e-43     368.2      1.11636e-47      368.2   4.68637e-46      368.2    5.7531e-51
   368.4      8.4853e-44      368.4      8.62801e-48      368.4   3.65535e-46      368.4    4.44659e-51
   368.6      6.61819e-44     368.6      6.66826e-48      368.6   2.85108e-46      368.6    3.43674e-51
   368.8      5.16179e-44     368.8      5.15358e-48      368.8   2.22372e-46      368.8    2.65621e-51
   369        4.02579e-44     369        3.98291e-48      369     1.73437e-46      369      2.05292e-51
   369.2      3.13973e-44     369.2      3.07813e-48      369.2   1.35267e-46      369.2    1.58663e-51
   369.4      2.44863e-44     369.4      2.37886e-48      369.4   1.05495e-46      369.4    1.22624e-51
   369.6      1.90961e-44     369.6      1.83842e-48      369.6   8.22738e-47      369.6    9.47702e-52
   369.8      1.48921e-44     369.8      1.42075e-48      369.8   6.41627e-47      369.8    7.32426e-52
   370        1.16133e-44     370        1.09796e-48      370     5.00373e-47      370      5.66045e-52
   370.2      9.0563e-45      370.2      8.48503e-49      370.2   3.90208e-47      370.2    4.37457e-52
   370.4      7.06212e-45     370.4      6.55715e-49      370.4   3.04292e-47      370.4    3.38077e-52
   370.6      5.50695e-45     370.6      5.06726e-49      370.6   2.37288e-47      370.6    2.61272e-52
   370.8      4.29416e-45     370.8      3.91587e-49      370.8   1.85034e-47      370.8    2.01914e-52
   371        3.3484e-45      371        3.02608e-49      371     1.44285e-47      371      1.5604e-52
   371.2      2.61089e-45     371.2      2.33846e-49      371.2   1.12507e-47      371.2    1.20588e-52
   371.4      2.03578e-45     371.4      1.80707e-49      371.4   8.77269e-48      371.4    9.31902e-53
   371.6      1.58733e-45     371.6      1.39643e-49      371.6   6.84035e-48      371.6    7.20167e-53
   371.8      1.23764e-45     371.8      1.0791e-49       371.8   5.33354e-48      371.8    5.56537e-53
   372        9.64978e-46     372        8.33875e-50      372     4.15859e-48      372      4.30084e-53
   372.2      7.5237e-46      372.2      6.44375e-50      372.2   3.24242e-48      372.2    3.32361e-53
   372.4      5.86596e-46     372.4      4.97937e-50      372.4   2.52806e-48      372.4    2.56842e-53
   372.6      4.57341e-46     372.6      3.84777e-50      372.6   1.97105e-48      372.6    1.98482e-53
   372.8      3.56562e-46     372.8      2.97333e-50      372.8   1.53674e-48      372.8    1.53382e-53
   373        2.77987e-46     373        2.2976e-50       373     1.19812e-48      373      1.18529e-53
   373.2      2.16724e-46     373.2      1.77544e-50      373.2   9.34094e-49      373.2    9.1596e-54
   373.4      1.6896e-46      373.4      1.37194e-50      373.4   7.28244e-49      373.4    7.07827e-54
   373.6      1.31721e-46     373.6      1.06015e-50      373.6   5.6775e-49       373.6    5.46987e-54
   373.8      1.02689e-46     373.8      8.19212e-51      373.8   4.42622e-49      373.8    4.22695e-54
   374        8.0054e-47      374        6.33032e-51      374     3.45067e-49      374      3.26646e-54
   374.2      6.24079e-47     374.2      4.89165e-51      374.2   2.6901e-49       374.2    2.52422e-54
   374.4      4.8651e-47      374.4      3.77994e-51      374.4   2.09715e-49      374.4    1.95064e-54
   374.6      3.79261e-47     374.6      2.92089e-51      374.6   1.63488e-49      374.6    1.5074e-54
   374.8      2.95653e-47     374.8      2.25707e-51      374.8   1.27449e-49      374.8    1.16487e-54
   375        2.30473e-47     375        1.74412e-51      375     9.9354e-50       375      9.00184e-55
   375.2      1.79662e-47     375.2      1.34775e-51      375.2   7.74514e-50      375.2    6.9564e-55
   375.4      1.40051e-47     375.4      1.04146e-51      375.4   6.03767e-50      375.4    5.37575e-55
   375.6      1.09173e-47     375.6      8.04781e-52      375.6   4.70659e-50      375.6    4.15428e-55
   375.8      8.51018e-48     375.8      6.21891e-52      375.8   3.66893e-50      375.8    3.21035e-55
   376        6.63377e-48     376        4.80565e-52      376     2.86002e-50      376      2.48092e-55
